invoice_no,customer_id,gender,age,category,quantity,total_price,payment_method,Order Date,Month,Year,shopping_mall
I205315,C430942,Female,39,Cosmetics,5,203.3,Cash,17-Jun-19,June,2019,Zorlu Center
I211823,C270543,Male,23,Clothing,5,1500.4,Debit Card,26-Mar-22,March,2022,Zorlu Center
I160370,C102275,Male,41,Clothing,1,300.08,Credit Card,30-Sep-21,September,2021,Metrocity
I526871,C841591,Female,26,Food & Beverage,2,10.46,Credit Card,19-Jun-19,June,2019,Metropol AVM
I275001,C162681,Male,51,Toys,4,143.36,Debit Card,31-Mar-22,March,2022,Cevahir AVM
I129187,C716629,Male,49,Cosmetics,2,81.32,Cash,4-Jul-20,July,2020,Forum Istanbul
I292336,C512978,Male,45,Clothing,4,1200.32,Cash,21-Nov-21,November,2021,Forum Istanbul
I122881,C289069,Male,33,Cosmetics,5,203.3,Cash,31-May-21,May,2021,Forum Istanbul
I240283,C812425,Female,53,Shoes,4,2400.68,Cash,11-Apr-20,April,2020,Metropol AVM
I204229,C200576,Female,32,Cosmetics,1,40.66,Credit Card,15-Sep-20,September,2020,Cevahir AVM
I110467,C155221,Male,40,Clothing,1,300.08,Cash,23-Nov-21,November,2021,Mall of Istanbul
I316054,C251062,Male,60,Clothing,5,1500.4,Debit Card,23-Jan-22,January,2022,Kanyon
I203525,C335061,Female,37,Clothing,1,300.08,Cash,27-Jan-21,January,2021,Metropol AVM
I186437,C283983,Female,56,Technology,5,5250,Debit Card,24-Jun-19,June,2019,Kanyon
I136489,C315999,Female,55,Clothing,2,600.16,Credit Card,15-Mar-20,March,2020,Metropol AVM
I125636,C987230,Male,68,Books,1,15.15,Debit Card,24-Sep-21,September,2021,Kanyon
I310984,C921649,Female,54,Cosmetics,2,81.32,Credit Card,5-Apr-19,April,2019,Metrocity
I329288,C327823,Female,56,Food & Beverage,3,15.69,Credit Card,27-Jan-22,January,2022,Mall of Istanbul
I278935,C203598,Male,27,Toys,2,71.68,Cash,10-Sep-21,September,2021,Cevahir AVM
I243503,C224753,Female,41,Toys,1,35.84,Debit Card,6-Jan-20,January,2020,Kanyon
I214040,C270797,Male,59,Shoes,4,2400.68,Credit Card,15-Mar-22,March,2022,Istinye Park
I135338,C249974,Male,62,Clothing,1,300.08,Credit Card,8-Sep-21,September,2021,Viaport Outlet
I103926,C132495,Male,32,Cosmetics,2,81.32,Credit Card,11-Nov-21,November,2021,Emaar Square Mall
I200763,C304747,Male,47,Cosmetics,2,81.32,Debit Card,18-Sep-19,September,2019,Kanyon
I210726,C266724,Female,42,Technology,5,5250,Cash,29-Jul-21,July,2021,Cevahir AVM
I140666,C494615,Male,33,Food & Beverage,3,15.69,Cash,20-Mar-22,March,2022,Metrocity
I328455,C252265,Male,66,Technology,5,5250,Credit Card,4-May-20,May,2020,Mall of Istanbul
I289097,C319806,Female,55,Cosmetics,5,203.3,Cash,5-Apr-21,April,2021,Mall of Istanbul
I173201,C219548,Female,24,Food & Beverage,4,20.92,Credit Card,12-Jan-22,January,2022,Emaar Square Mall
I203880,C184052,Female,64,Toys,5,179.2,Debit Card,12-Jan-22,January,2022,Mall of Istanbul
I695490,C206253,Female,27,Shoes,5,3000.85,Debit Card,16-Dec-20,December,2020,Metrocity
I788206,C249725,Female,62,Cosmetics,2,81.32,Credit Card,30-May-22,May,2022,Istinye Park
I935474,C224881,Female,68,Cosmetics,2,81.32,Debit Card,9-Nov-21,November,2021,Metropol AVM
I308383,C321914,Female,62,Cosmetics,3,121.98,Credit Card,8-Apr-22,April,2022,Kanyon
I335039,C209245,Male,36,Souvenir,1,11.73,Cash,8-Oct-19,October,2019,Istinye Park
I375865,C130895,Male,64,Clothing,3,900.24,Credit Card,12-Sep-21,September,2021,Kanyon
I300065,C207573,Male,22,Technology,4,4200,Cash,28-Jul-22,July,2022,Viaport Outlet
I123471,C257469,Female,26,Food & Beverage,5,26.15,Debit Card,30-Jun-20,June,2020,Kanyon
I259780,C795627,Female,37,Clothing,5,1500.4,Cash,9-Jan-19,January,2019,Istinye Park
I276581,C194674,Female,47,Cosmetics,1,40.66,Credit Card,12-Jul-22,July,2022,Istinye Park
I187144,C774214,Female,40,Toys,1,35.84,Credit Card,30-Nov-20,November,2020,Metropol AVM
I200005,C120804,Female,58,Food & Beverage,1,5.23,Debit Card,22-Mar-19,March,2019,Kanyon
I246910,C156004,Male,32,Books,2,30.3,Cash,15-Feb-22,February,2022,Istinye Park
I274783,C596756,Female,36,Clothing,1,300.08,Credit Card,13-Oct-20,October,2020,Metrocity
I258186,C251433,Female,56,Toys,4,143.36,Debit Card,27-Dec-21,December,2021,Metrocity
I149861,C288298,Female,41,Clothing,4,1200.32,Credit Card,1-Aug-21,August,2021,Kanyon
I678783,C148675,Female,34,Food & Beverage,5,26.15,Debit Card,18-Nov-20,November,2020,Mall of Istanbul
I283199,C270726,Female,37,Clothing,5,1500.4,Credit Card,24-Oct-21,October,2021,Mall of Istanbul
I262240,C105474,Female,55,Cosmetics,1,40.66,Credit Card,24-Oct-21,October,2021,Mall of Istanbul
I255066,C829423,Female,25,Shoes,2,1200.34,Cash,30-Dec-19,December,2019,Kanyon
I110699,C111251,Female,50,Clothing,4,1200.32,Cash,2-Feb-21,February,2021,Istinye Park
I172592,C269506,Male,66,Shoes,3,1800.51,Cash,16-May-21,May,2021,Zorlu Center
I197048,C127041,Male,52,Clothing,1,300.08,Cash,23-Apr-22,April,2022,Istinye Park
I846448,C870412,Female,24,Cosmetics,1,40.66,Debit Card,25-Sep-21,September,2021,Emaar Square Mall
I255738,C108367,Male,52,Food & Beverage,3,15.69,Debit Card,7-Jun-22,June,2022,Kanyon
I309846,C191673,Male,43,Clothing,3,900.24,Cash,11-Aug-20,August,2020,Mall of Istanbul
I230210,C979970,Male,41,Cosmetics,1,40.66,Cash,28-Feb-19,February,2019,Cevahir AVM
I338832,C324708,Female,28,Clothing,5,1500.4,Credit Card,11-Sep-19,September,2019,Metrocity
I701994,C289614,Male,31,Food & Beverage,1,5.23,Cash,8-Apr-21,April,2021,Forum Istanbul
I116064,C103877,Female,41,Shoes,3,1800.51,Credit Card,6-Sep-21,September,2021,Metropol AVM
I233553,C264659,Male,21,Cosmetics,3,121.98,Cash,10-Sep-21,September,2021,Metrocity
I334498,C108756,Female,45,Cosmetics,3,121.98,Credit Card,22-May-22,May,2022,Istinye Park
I210221,C253975,Female,41,Books,3,45.45,Cash,18-Sep-20,September,2020,Istinye Park
I107367,C773134,Male,42,Clothing,3,900.24,Cash,31-Aug-21,August,2021,Metrocity
I240053,C433673,Male,50,Cosmetics,1,40.66,Credit Card,21-Jan-22,January,2022,Metrocity
I198312,C271450,Female,42,Clothing,3,900.24,Cash,10-Jun-22,June,2022,Kanyon
I111670,C327098,Female,25,Clothing,2,600.16,Credit Card,27-Apr-19,April,2019,Kanyon
I631073,C132270,Female,39,Shoes,5,3000.85,Debit Card,27-Apr-19,April,2019,Emaar Square Mall
I304483,C193793,Male,23,Toys,5,179.2,Cash,27-Apr-19,April,2019,Viaport Outlet
I110493,C320229,Male,67,Books,2,30.3,Debit Card,27-Apr-19,April,2019,Mall of Istanbul
I224918,C275631,Female,42,Food & Beverage,5,26.15,Credit Card,6-Feb-22,February,2022,Kanyon
I176867,C462416,Female,63,Clothing,2,600.16,Credit Card,30-Jan-22,January,2022,Metrocity
I225893,C245407,Male,53,Souvenir,4,46.92,Credit Card,23-Nov-20,November,2020,Emaar Square Mall
I462596,C269497,Male,32,Food & Beverage,5,26.15,Debit Card,13-Apr-22,April,2022,Metrocity
I990095,C190709,Male,43,Shoes,2,1200.34,Debit Card,7-Jan-21,January,2021,Mall of Istanbul
I112841,C291389,Female,22,Clothing,2,600.16,Credit Card,4-Feb-20,February,2020,Metropol AVM
I177064,C593370,Male,30,Food & Beverage,4,20.92,Debit Card,16-Sep-19,September,2019,Mall of Istanbul
I293058,C303552,Female,20,Clothing,3,900.24,Cash,26-Jan-19,January,2019,Kanyon
I714982,C747740,Female,40,Cosmetics,2,81.32,Credit Card,19-Feb-21,February,2021,Istinye Park
I259581,C791362,Male,61,Clothing,4,1200.32,Credit Card,22-Mar-22,March,2022,Kanyon
I272468,C132400,Male,44,Clothing,5,1500.4,Cash,3-Jul-19,July,2019,Zorlu Center
I773945,C677850,Female,55,Cosmetics,4,162.64,Cash,21-Sep-19,September,2019,Metropol AVM
I488800,C263908,Female,54,Food & Beverage,2,10.46,Credit Card,26-Aug-19,August,2019,Istinye Park
I539167,C205165,Male,23,Toys,3,107.52,Cash,3-Aug-21,August,2021,Zorlu Center
I614933,C290106,Female,61,Clothing,1,300.08,Cash,24-Oct-21,October,2021,Cevahir AVM
I307328,C174747,Male,37,Clothing,1,300.08,Cash,1-Apr-19,April,2019,Mall of Istanbul
I195795,C191147,Female,43,Food & Beverage,2,10.46,Cash,8-Dec-21,December,2021,Viaport Outlet
I316501,C249906,Male,33,Shoes,4,2400.68,Cash,27-Jun-19,June,2019,Mall of Istanbul
I105482,C129846,Male,18,Clothing,5,1500.4,Cash,14-Jul-20,July,2020,Mall of Istanbul
I269076,C155333,Female,30,Toys,1,35.84,Debit Card,23-Mar-20,March,2020,Forum Istanbul
I235877,C272155,Female,68,Toys,5,179.2,Debit Card,26-Jan-20,January,2020,Mall of Istanbul
I323413,C266213,Male,34,Clothing,1,300.08,Debit Card,31-May-20,May,2020,Kanyon
I404845,C622685,Female,34,Books,1,15.15,Credit Card,20-Jul-21,July,2021,Forum Istanbul
I249846,C832010,Female,59,Food & Beverage,2,10.46,Debit Card,12-Aug-22,August,2022,Kanyon
I110354,C288597,Female,22,Clothing,5,1500.4,Debit Card,1-Jan-20,January,2020,Mall of Istanbul
I175688,C259229,Female,30,Cosmetics,5,203.3,Debit Card,18-Jan-21,January,2021,Kanyon
I467431,C724217,Female,50,Toys,3,107.52,Debit Card,31-Dec-21,December,2021,Metropol AVM
I175461,C913425,Female,68,Food & Beverage,3,15.69,Cash,4-May-20,May,2020,Kanyon
I157207,C255828,Female,49,Clothing,1,300.08,Cash,20-Feb-21,February,2021,Cevahir AVM
I193060,C219791,Male,38,Toys,5,179.2,Credit Card,7-Mar-20,March,2020,Mall of Istanbul
I255430,C981925,Male,51,Cosmetics,3,121.98,Debit Card,5-Apr-19,April,2019,Mall of Istanbul
I165932,C237757,Male,44,Cosmetics,3,121.98,Credit Card,6-Jun-22,June,2022,Cevahir AVM
I123656,C238083,Male,64,Clothing,2,600.16,Cash,6-Jun-22,June,2022,Kanyon
I338093,C306266,Female,31,Clothing,4,1200.32,Credit Card,21-Mar-21,March,2021,Mall of Istanbul
I543510,C199858,Female,34,Technology,1,1050,Debit Card,19-Dec-21,December,2021,Kanyon
I177444,C179915,Male,40,Clothing,3,900.24,Debit Card,17-Feb-21,February,2021,Emaar Square Mall
I248527,C307014,Female,58,Shoes,1,600.17,Credit Card,6-Jan-20,January,2020,Viaport Outlet
I103907,C280853,Male,56,Clothing,4,1200.32,Cash,4-May-22,May,2022,Forum Istanbul
I109766,C106066,Female,57,Food & Beverage,5,26.15,Cash,11-Oct-19,October,2019,Metrocity
I195981,C257683,Female,38,Shoes,1,600.17,Credit Card,3-Aug-21,August,2021,Kanyon
I583553,C364009,Female,55,Souvenir,3,35.19,Debit Card,15-Oct-20,October,2020,Mall of Istanbul
I225840,C325548,Female,23,Food & Beverage,3,15.69,Credit Card,16-Oct-20,October,2020,Cevahir AVM
I478092,C606953,Male,66,Souvenir,2,23.46,Cash,17-Oct-20,October,2020,Kanyon
I107322,C920331,Male,27,Clothing,2,600.16,Credit Card,18-Oct-20,October,2020,Mall of Istanbul
I307584,C140413,Female,58,Cosmetics,1,40.66,Credit Card,19-Oct-20,October,2020,Viaport Outlet
I300522,C323469,Female,32,Cosmetics,5,203.3,Credit Card,20-Oct-20,October,2020,Mall of Istanbul
I335770,C336888,Male,57,Cosmetics,1,40.66,Debit Card,21-Oct-20,October,2020,Forum Istanbul
I273054,C148034,Male,43,Food & Beverage,5,26.15,Debit Card,22-Oct-20,October,2020,Metropol AVM
I226742,C724391,Female,56,Clothing,3,900.24,Cash,23-Oct-20,October,2020,Viaport Outlet
I259039,C180485,Female,40,Clothing,1,300.08,Debit Card,24-Oct-20,October,2020,Istinye Park
I263787,C323464,Female,60,Food & Beverage,4,20.92,Cash,25-Oct-20,October,2020,Metrocity
I301307,C326699,Male,41,Technology,5,5250,Debit Card,26-Oct-20,October,2020,Mall of Istanbul
I270709,C632826,Male,41,Clothing,2,600.16,Credit Card,27-Oct-20,October,2020,Istinye Park
I390879,C196337,Female,54,Clothing,2,600.16,Cash,28-Oct-20,October,2020,Mall of Istanbul
I694304,C258995,Female,42,Cosmetics,4,162.64,Debit Card,29-Oct-20,October,2020,Mall of Istanbul
I613571,C246847,Male,56,Clothing,3,900.24,Cash,30-Oct-20,October,2020,Mall of Istanbul
I320883,C282894,Female,32,Technology,4,4200,Credit Card,31-Oct-20,October,2020,Mall of Istanbul
I306290,C125304,Male,59,Clothing,2,600.16,Cash,1-Nov-20,November,2020,Mall of Istanbul
I440435,C496516,Female,50,Food & Beverage,5,26.15,Cash,2-Nov-20,November,2020,Metrocity
I321342,C831048,Male,23,Clothing,1,300.08,Credit Card,3-Nov-20,November,2020,Kanyon
I273975,C208819,Male,50,Cosmetics,5,203.3,Credit Card,4-Nov-20,November,2020,Emaar Square Mall
I337040,C804531,Female,55,Food & Beverage,5,26.15,Credit Card,5-Nov-20,November,2020,Kanyon
I223697,C237182,Male,62,Cosmetics,3,121.98,Debit Card,6-Nov-20,November,2020,Istinye Park
I287998,C131599,Female,32,Clothing,5,1500.4,Debit Card,7-Nov-20,November,2020,Forum Istanbul
I117673,C191057,Male,37,Food & Beverage,4,20.92,Debit Card,8-Nov-20,November,2020,Istinye Park
I249964,C195284,Female,63,Toys,3,107.52,Cash,9-Nov-20,November,2020,Kanyon
I100760,C800785,Female,18,Books,4,60.6,Credit Card,10-Nov-20,November,2020,Mall of Istanbul
I234239,C236711,Female,22,Shoes,5,3000.85,Cash,11-Nov-20,November,2020,Kanyon
I125122,C118689,Male,51,Shoes,4,2400.68,Cash,12-Nov-20,November,2020,Cevahir AVM
I831550,C194063,Female,52,Clothing,4,1200.32,Cash,13-Nov-20,November,2020,Istinye Park
I898132,C210393,Male,30,Clothing,2,600.16,Cash,14-Nov-20,November,2020,Mall of Istanbul
I144412,C261316,Male,32,Cosmetics,1,40.66,Cash,15-Nov-20,November,2020,Metrocity
I264104,C177823,Female,46,Shoes,4,2400.68,Cash,16-Nov-20,November,2020,Istinye Park
I203031,C748439,Male,31,Books,5,75.75,Cash,17-Nov-20,November,2020,Mall of Istanbul
I147481,C245715,Female,30,Food & Beverage,5,26.15,Cash,18-Nov-20,November,2020,Istinye Park
I293034,C220780,Male,24,Food & Beverage,4,20.92,Cash,19-Nov-20,November,2020,Mall of Istanbul
I252678,C126392,Male,25,Food & Beverage,2,10.46,Cash,20-Nov-20,November,2020,Istinye Park
I257579,C149849,Female,25,Clothing,1,300.08,Cash,21-Nov-20,November,2020,Istinye Park
I257208,C168310,Female,31,Souvenir,3,35.19,Cash,22-Nov-20,November,2020,Metrocity
I255446,C126647,Female,54,Shoes,5,3000.85,Credit Card,23-Nov-20,November,2020,Zorlu Center
I854848,C278752,Female,57,Technology,3,3150,Debit Card,24-Nov-20,November,2020,Cevahir AVM
I213167,C111668,Male,25,Clothing,1,300.08,Credit Card,25-Nov-20,November,2020,Mall of Istanbul
I316677,C119364,Female,44,Books,4,60.6,Cash,26-Nov-20,November,2020,Mall of Istanbul
I328733,C158114,Female,43,Clothing,3,900.24,Cash,27-Nov-20,November,2020,Mall of Istanbul
I127144,C195508,Male,18,Souvenir,1,11.73,Debit Card,28-Nov-20,November,2020,Mall of Istanbul
I125746,C317968,Female,57,Toys,1,35.84,Cash,29-Nov-20,November,2020,Viaport Outlet
I994913,C809683,Female,25,Cosmetics,1,40.66,Credit Card,30-Nov-20,November,2020,Kanyon
I634948,C228735,Female,50,Food & Beverage,3,15.69,Cash,1-Dec-20,December,2020,Metrocity
I269024,C278483,Male,49,Clothing,1,300.08,Debit Card,2-Dec-20,December,2020,Kanyon
I264126,C158261,Male,21,Food & Beverage,2,10.46,Cash,3-Dec-20,December,2020,Metrocity
I140362,C102607,Male,38,Technology,2,2100,Debit Card,4-Dec-20,December,2020,Metrocity
I617893,C808112,Male,65,Clothing,5,1500.4,Cash,5-Dec-20,December,2020,Metrocity
I190439,C145982,Female,32,Clothing,3,900.24,Credit Card,6-Dec-20,December,2020,Metropol AVM
I182480,C325166,Female,47,Food & Beverage,5,26.15,Credit Card,7-Dec-20,December,2020,Kanyon
I203099,C266175,Female,53,Clothing,1,300.08,Credit Card,8-Dec-20,December,2020,Zorlu Center
I740038,C213718,Male,34,Clothing,1,300.08,Debit Card,9-Dec-20,December,2020,Metropol AVM
I215044,C184322,Female,61,Cosmetics,1,40.66,Cash,10-Dec-20,December,2020,Forum Istanbul
I171352,C478668,Female,19,Clothing,5,1500.4,Credit Card,11-Dec-20,December,2020,Metrocity
I340002,C331539,Female,61,Cosmetics,2,81.32,Cash,12-Dec-20,December,2020,Forum Istanbul
I230886,C193813,Male,33,Cosmetics,3,121.98,Cash,13-Dec-20,December,2020,Mall of Istanbul
I133005,C716870,Female,53,Food & Beverage,2,10.46,Cash,14-Dec-20,December,2020,Zorlu Center
I282711,C168973,Male,68,Toys,3,107.52,Cash,15-Dec-20,December,2020,Kanyon
I150266,C297748,Male,37,Toys,5,179.2,Cash,16-Dec-20,December,2020,Kanyon
I339115,C678680,Male,69,Clothing,4,1200.32,Credit Card,17-Dec-20,December,2020,Metrocity
I185772,C119032,Female,40,Food & Beverage,3,15.69,Cash,18-Dec-20,December,2020,Mall of Istanbul
I122393,C134708,Female,67,Cosmetics,1,40.66,Cash,19-Dec-20,December,2020,Mall of Istanbul
I280459,C100299,Female,22,Books,1,15.15,Credit Card,20-Dec-20,December,2020,Metrocity
I912888,C214164,Female,34,Toys,4,143.36,Debit Card,21-Dec-20,December,2020,Kanyon
I238472,C299327,Female,34,Clothing,1,300.08,Cash,22-Dec-20,December,2020,Kanyon
I581146,C333988,Female,56,Clothing,5,1500.4,Cash,23-Dec-20,December,2020,Viaport Outlet
I151425,C110568,Male,26,Clothing,5,1500.4,Credit Card,24-Dec-20,December,2020,Emaar Square Mall
I252733,C132150,Female,69,Books,5,75.75,Credit Card,25-Dec-20,December,2020,Zorlu Center
I176351,C224260,Female,67,Clothing,2,600.16,Cash,26-Dec-20,December,2020,Cevahir AVM
I221786,C314993,Male,61,Clothing,4,1200.32,Credit Card,27-Dec-20,December,2020,Metropol AVM
I328774,C183588,Female,26,Food & Beverage,1,5.23,Cash,28-Dec-20,December,2020,Forum Istanbul
I752293,C211763,Male,63,Clothing,4,1200.32,Cash,29-Dec-20,December,2020,Zorlu Center
I106866,C246898,Female,51,Toys,4,143.36,Credit Card,30-Dec-20,December,2020,Zorlu Center
I286110,C281244,Male,60,Clothing,4,1200.32,Credit Card,31-Dec-20,December,2020,Metropol AVM
I313265,C288863,Female,26,Books,1,15.15,Debit Card,1-Jan-21,January,2021,Viaport Outlet
I214882,C582997,Male,34,Souvenir,2,23.46,Credit Card,2-Jan-21,January,2021,Kanyon
I166473,C240916,Female,25,Clothing,5,1500.4,Cash,3-Jan-21,January,2021,Forum Istanbul
I178412,C108007,Male,49,Shoes,5,3000.85,Debit Card,4-Jan-21,January,2021,Metropol AVM
I261248,C104963,Male,69,Souvenir,1,11.73,Cash,5-Jan-21,January,2021,Zorlu Center
I147152,C286640,Male,66,Books,1,15.15,Cash,6-Jan-21,January,2021,Kanyon
I531648,C156880,Male,23,Clothing,3,900.24,Cash,7-Jan-21,January,2021,Mall of Istanbul
I215582,C129686,Female,18,Cosmetics,4,162.64,Debit Card,8-Jan-21,January,2021,Cevahir AVM
I331938,C864800,Male,24,Cosmetics,1,40.66,Debit Card,9-Jan-21,January,2021,Metrocity
I176706,C223982,Female,39,Cosmetics,1,40.66,Cash,10-Jan-21,January,2021,Kanyon
I306370,C158827,Female,50,Shoes,4,2400.68,Credit Card,11-Jan-21,January,2021,Metrocity
I894668,C253252,Male,52,Technology,1,1050,Credit Card,12-Jan-21,January,2021,Metrocity
I163001,C592891,Male,56,Cosmetics,3,121.98,Cash,13-Jan-21,January,2021,Metrocity
I216555,C287380,Female,41,Clothing,1,300.08,Debit Card,14-Jan-21,January,2021,Metropol AVM
I247751,C897202,Female,21,Clothing,3,900.24,Debit Card,15-Jan-21,January,2021,Emaar Square Mall
I238537,C618494,Male,42,Clothing,1,300.08,Cash,16-Jan-21,January,2021,Forum Istanbul
I128275,C228922,Female,50,Clothing,2,600.16,Credit Card,17-Jan-21,January,2021,Metropol AVM
I167097,C101074,Female,53,Clothing,2,600.16,Cash,18-Jan-21,January,2021,Metrocity
I329721,C242798,Female,32,Technology,4,4200,Credit Card,19-Jan-21,January,2021,Kanyon
I145120,C293612,Female,60,Clothing,4,1200.32,Debit Card,20-Jan-21,January,2021,Metrocity
I339998,C299567,Male,34,Food & Beverage,3,15.69,Credit Card,21-Jan-21,January,2021,Zorlu Center
I101862,C352919,Female,24,Shoes,2,1200.34,Credit Card,22-Jan-21,January,2021,Viaport Outlet
I292866,C152959,Female,44,Clothing,2,600.16,Cash,23-Jan-21,January,2021,Viaport Outlet
I244481,C104690,Female,32,Clothing,3,900.24,Debit Card,24-Jan-21,January,2021,Kanyon
I399156,C285884,Female,42,Food & Beverage,1,5.23,Cash,25-Jan-21,January,2021,Metrocity
I998832,C257559,Male,23,Souvenir,2,23.46,Credit Card,26-Jan-21,January,2021,Metrocity
I228888,C261635,Male,33,Technology,1,1050,Cash,27-Jan-21,January,2021,Kanyon
I304606,C316806,Male,64,Clothing,4,1200.32,Cash,28-Jan-21,January,2021,Metrocity
I287543,C272133,Female,69,Clothing,5,1500.4,Cash,29-Jan-21,January,2021,Forum Istanbul
I181621,C112446,Male,30,Books,3,45.45,Debit Card,30-Jan-21,January,2021,Cevahir AVM
I282516,C666466,Female,66,Books,3,45.45,Cash,31-Jan-21,January,2021,Viaport Outlet
I182260,C116531,Female,68,Food & Beverage,1,5.23,Cash,1-Feb-21,February,2021,Metrocity
I139323,C171015,Female,48,Cosmetics,1,40.66,Cash,2-Feb-21,February,2021,Metrocity
I339366,C480735,Male,52,Clothing,5,1500.4,Cash,3-Feb-21,February,2021,Forum Istanbul
I192802,C290819,Female,39,Clothing,2,600.16,Cash,4-Feb-21,February,2021,Metrocity
I137934,C202988,Female,29,Food & Beverage,3,15.69,Credit Card,5-Feb-21,February,2021,Cevahir AVM
I322245,C306346,Female,48,Toys,4,143.36,Cash,6-Feb-21,February,2021,Cevahir AVM
I317066,C127551,Male,50,Clothing,1,300.08,Credit Card,7-Feb-21,February,2021,Metropol AVM
I907323,C794449,Male,28,Cosmetics,3,121.98,Cash,8-Feb-21,February,2021,Metropol AVM
I337976,C335131,Male,64,Food & Beverage,1,5.23,Credit Card,9-Feb-21,February,2021,Mall of Istanbul
I174237,C289650,Female,36,Cosmetics,1,40.66,Debit Card,10-Feb-21,February,2021,Emaar Square Mall
I231403,C230619,Male,64,Cosmetics,5,203.3,Cash,11-Feb-21,February,2021,Mall of Istanbul
I115471,C832397,Female,54,Clothing,5,1500.4,Credit Card,12-Feb-21,February,2021,Metropol AVM
I592836,C277384,Female,31,Cosmetics,1,40.66,Cash,13-Feb-21,February,2021,Metrocity
I317840,C296318,Male,49,Clothing,2,600.16,Cash,14-Feb-21,February,2021,Kanyon
I153468,C813874,Female,51,Clothing,3,900.24,Credit Card,15-Feb-21,February,2021,Viaport Outlet
I120560,C291970,Male,37,Clothing,3,900.24,Cash,16-Feb-21,February,2021,Metropol AVM
I208105,C524507,Male,52,Clothing,3,900.24,Credit Card,17-Feb-21,February,2021,Istinye Park
I565725,C230270,Female,64,Shoes,3,1800.51,Cash,18-Feb-21,February,2021,Viaport Outlet
I858783,C307870,Female,65,Shoes,3,1800.51,Credit Card,19-Feb-21,February,2021,Kanyon
